Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR10442326,Targeted-Capture,252,22820741,PRJNA589343,SAMN13281140,Metagenome or environmental,6768578,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7137083,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD48,feces,missing,ASD48,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD48,SRP229792
SRR10442327,Targeted-Capture,252,21041246,PRJNA589343,SAMN13281139,Metagenome or environmental,6247689,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7137082,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD47,feces,missing,ASD47,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD47,SRP229792
SRR10442328,Targeted-Capture,252,22317762,PRJNA589343,SAMN13281138,Metagenome or environmental,6540836,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7137081,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD46,feces,missing,ASD46,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD46,SRP229792
SRR10442329,Targeted-Capture,252,21484396,PRJNA589343,SAMN13281137,Metagenome or environmental,6402993,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137080,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD45,feces,missing,ASD45,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD45,SRP229792
SRR10442330,Targeted-Capture,252,19401044,PRJNA589343,SAMN13281136,Metagenome or environmental,5787448,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7137079,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD44,feces,missing,ASD44,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD44,SRP229792
SRR10442331,Targeted-Capture,252,20802506,PRJNA589343,SAMN13281135,Metagenome or environmental,6236148,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7137078,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD43,feces,missing,ASD43,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD43,SRP229792
SRR10442332,Targeted-Capture,252,18410448,PRJNA589343,SAMN13281134,Metagenome or environmental,5558723,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7137077,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD42,feces,missing,ASD42,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD42,SRP229792
SRR10442333,Targeted-Capture,252,23099897,PRJNA589343,SAMN13281133,Metagenome or environmental,6904557,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137076,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD41,feces,missing,ASD41,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD41,SRP229792
SRR10442334,Targeted-Capture,252,22862929,PRJNA589343,SAMN13281097,Metagenome or environmental,6826527,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7137075,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD5,feces,missing,ASD5,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD5,SRP229792
SRR10442335,Targeted-Capture,252,20480334,PRJNA589343,SAMN13281132,Metagenome or environmental,6106040,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7137074,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD40,feces,missing,ASD40,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD40,SRP229792
SRR10442336,Targeted-Capture,252,20207416,PRJNA589343,SAMN13281131,Metagenome or environmental,5689952,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7137073,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD39,feces,missing,ASD39,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD39,SRP229792
SRR10442337,Targeted-Capture,252,21035929,PRJNA589343,SAMN13281130,Metagenome or environmental,6268054,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137072,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD38,feces,missing,ASD38,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD38,SRP229792
SRR10442338,Targeted-Capture,252,19515447,PRJNA589343,SAMN13281129,Metagenome or environmental,5809690,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137071,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD37,feces,missing,ASD37,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD37,SRP229792
SRR10442339,Targeted-Capture,252,1506861,PRJNA589343,SAMN13281128,Metagenome or environmental,792028,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137070,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD36,feces,missing,ASD36,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD36,SRP229792
SRR10442340,Targeted-Capture,252,9124931,PRJNA589343,SAMN13281127,Metagenome or environmental,2590943,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137069,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD35,feces,missing,ASD35,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD35,SRP229792
SRR10442341,Targeted-Capture,252,22696144,PRJNA589343,SAMN13281126,Metagenome or environmental,6745390,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137068,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD34,feces,missing,ASD34,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD34,SRP229792
SRR10442342,Targeted-Capture,252,21453861,PRJNA589343,SAMN13281125,Metagenome or environmental,6384981,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137067,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD33,feces,missing,ASD33,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD33,SRP229792
SRR10442343,Targeted-Capture,252,21237018,PRJNA589343,SAMN13281124,Metagenome or environmental,6408453,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7137066,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD32,feces,missing,ASD32,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD32,SRP229792
SRR10442344,Targeted-Capture,252,22269615,PRJNA589343,SAMN13281123,Metagenome or environmental,6574521,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7137065,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD31,feces,missing,ASD31,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD31,SRP229792
SRR10442345,Targeted-Capture,252,21307467,PRJNA589343,SAMN13281096,Metagenome or environmental,6379745,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7137064,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD4,feces,missing,ASD4,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD4,SRP229792
SRR10442346,Targeted-Capture,252,21889250,PRJNA589343,SAMN13281122,Metagenome or environmental,6519659,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7137063,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD30,feces,missing,ASD30,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD30,SRP229792
SRR10442347,Targeted-Capture,252,21065161,PRJNA589343,SAMN13281121,Metagenome or environmental,6384056,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137062,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD29,feces,missing,ASD29,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD29,SRP229792
SRR10442348,Targeted-Capture,252,21787877,PRJNA589343,SAMN13281120,Metagenome or environmental,6443573,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137061,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD28,feces,missing,ASD28,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD28,SRP229792
SRR10442349,Targeted-Capture,252,18458519,PRJNA589343,SAMN13281119,Metagenome or environmental,5519115,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137060,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD27,feces,missing,ASD27,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD27,SRP229792
SRR10442350,Targeted-Capture,252,21064543,PRJNA589343,SAMN13281118,Metagenome or environmental,6303943,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7137059,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD26,feces,missing,ASD26,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD26,SRP229792
SRR10442351,Targeted-Capture,252,21014966,PRJNA589343,SAMN13281117,Metagenome or environmental,6274154,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137058,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD25,feces,missing,ASD25,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD25,SRP229792
SRR10442352,Targeted-Capture,252,19367889,PRJNA589343,SAMN13281116,Metagenome or environmental,5750125,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7137057,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD24,feces,missing,ASD24,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD24,SRP229792
SRR10442353,Targeted-Capture,252,21005779,PRJNA589343,SAMN13281115,Metagenome or environmental,6395190,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7137056,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD23,feces,missing,ASD23,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD23,SRP229792
SRR10442354,Targeted-Capture,252,19610479,PRJNA589343,SAMN13281114,Metagenome or environmental,5891076,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7137055,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD22,feces,missing,ASD22,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD22,SRP229792
SRR10442355,Targeted-Capture,252,19235372,PRJNA589343,SAMN13281113,Metagenome or environmental,5797998,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137054,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD21,feces,missing,ASD21,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD21,SRP229792
SRR10442356,Targeted-Capture,252,18245802,PRJNA589343,SAMN13281095,Metagenome or environmental,5394078,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137053,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD3,feces,missing,ASD3,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD3,SRP229792
SRR10442357,Targeted-Capture,252,22191590,PRJNA589343,SAMN13281112,Metagenome or environmental,6717823,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137052,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD20,feces,missing,ASD20,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD20,SRP229792
SRR10442358,Targeted-Capture,252,19244559,PRJNA589343,SAMN13281111,Metagenome or environmental,5759870,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137051,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD19,feces,missing,ASD19,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD19,SRP229792
SRR10442359,Targeted-Capture,252,20398519,PRJNA589343,SAMN13281110,Metagenome or environmental,6157697,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7137050,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD18,feces,missing,ASD18,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD18,SRP229792
SRR10442360,Targeted-Capture,252,21936383,PRJNA589343,SAMN13281109,Metagenome or environmental,6678690,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137049,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD17,feces,missing,ASD17,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD17,SRP229792
SRR10442361,Targeted-Capture,252,22408009,PRJNA589343,SAMN13281108,Metagenome or environmental,6764171,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137048,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD16,feces,missing,ASD16,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD16,SRP229792
SRR10442362,Targeted-Capture,252,18801599,PRJNA589343,SAMN13281107,Metagenome or environmental,5591454,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7137047,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD15,feces,missing,ASD15,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD15,SRP229792
SRR10442363,Targeted-Capture,252,20966952,PRJNA589343,SAMN13281106,Metagenome or environmental,6333258,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137046,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD14,feces,missing,ASD14,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD14,SRP229792
SRR10442364,Targeted-Capture,252,21435582,PRJNA589343,SAMN13281219,Metagenome or environmental,6358248,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7137045,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs50,feces,missing,HCs50,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs50,SRP229792
SRR10442365,Targeted-Capture,252,21237365,PRJNA589343,SAMN13281218,Metagenome or environmental,6389811,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137044,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs49,feces,missing,HCs49,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs49,SRP229792
SRR10442366,Targeted-Capture,252,20219194,PRJNA589343,SAMN13281217,Metagenome or environmental,6079683,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137043,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs48,feces,missing,HCs48,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs48,SRP229792
SRR10442367,Targeted-Capture,252,19244055,PRJNA589343,SAMN13281216,Metagenome or environmental,5793306,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7137042,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs47,feces,missing,HCs47,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs47,SRP229792
SRR10442368,Targeted-Capture,252,19519703,PRJNA589343,SAMN13281215,Metagenome or environmental,5803859,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7137041,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs46,feces,missing,HCs46,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs46,SRP229792
SRR10442369,Targeted-Capture,252,18532165,PRJNA589343,SAMN13281214,Metagenome or environmental,5604322,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7137040,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs45,feces,missing,HCs45,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs45,SRP229792
SRR10442370,Targeted-Capture,252,21518450,PRJNA589343,SAMN13281213,Metagenome or environmental,6468525,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137039,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs44,feces,missing,HCs44,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs44,SRP229792
SRR10442371,Targeted-Capture,252,21636134,PRJNA589343,SAMN13281105,Metagenome or environmental,6541259,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137038,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD13,feces,missing,ASD13,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD13,SRP229792
SRR10442372,Targeted-Capture,252,20940262,PRJNA589343,SAMN13281212,Metagenome or environmental,6294655,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7137037,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs43,feces,missing,HCs43,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs43,SRP229792
SRR10442373,Targeted-Capture,253,350542,PRJNA589343,SAMN13281211,Metagenome or environmental,178680,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7137036,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs42,feces,missing,HCs42,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs42,SRP229792
SRR10442374,Targeted-Capture,252,6862948,PRJNA589343,SAMN13281210,Metagenome or environmental,3301023,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7137035,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs41,feces,missing,HCs41,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs41,SRP229792
SRR10442375,Targeted-Capture,252,21317298,PRJNA589343,SAMN13281209,Metagenome or environmental,6469164,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137034,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs40,feces,missing,HCs40,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs40,SRP229792
SRR10442376,Targeted-Capture,253,19296353,PRJNA589343,SAMN13281208,Metagenome or environmental,5765555,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137033,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs39,feces,missing,HCs39,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs39,SRP229792
SRR10442377,Targeted-Capture,253,19691132,PRJNA589343,SAMN13281207,Metagenome or environmental,5739618,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137032,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs38,feces,missing,HCs38,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs38,SRP229792
SRR10442378,Targeted-Capture,252,23328649,PRJNA589343,SAMN13281206,Metagenome or environmental,7021558,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7137031,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs37,feces,missing,HCs37,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs37,SRP229792
SRR10442379,Targeted-Capture,252,19687100,PRJNA589343,SAMN13281205,Metagenome or environmental,5980946,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7137030,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs36,feces,missing,HCs36,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs36,SRP229792
SRR10442380,Targeted-Capture,252,20307443,PRJNA589343,SAMN13281204,Metagenome or environmental,6218566,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137029,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs35,feces,missing,HCs35,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs35,SRP229792
SRR10442381,Targeted-Capture,252,19375284,PRJNA589343,SAMN13281203,Metagenome or environmental,5784465,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7137028,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs34,feces,missing,HCs34,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs34,SRP229792
SRR10442382,Targeted-Capture,252,19613673,PRJNA589343,SAMN13281104,Metagenome or environmental,5863804,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7137027,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD12,feces,missing,ASD12,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD12,SRP229792
SRR10442383,Targeted-Capture,252,20634331,PRJNA589343,SAMN13281202,Metagenome or environmental,6271705,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7137026,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs33,feces,missing,HCs33,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs33,SRP229792
